UniqueID,loan_default
747042,0.1037749
697188,0.12555306
747033,0.18918514
698088,0.2452455
703547,0.17036374
747134,0.12770537
750271,0.116158806
655291,0.21995349
747064,0.17314273
710847,0.1425718
675551,0.14686577
668956,0.19110584
724037,0.10539275
740678,0.10489351
740485,0.18441188
724102,0.102634065
737827,0.12500346
721970,0.09909824
762298,0.15247597
735913,0.10370756
750696,0.23193948
662992,0.19369848
727744,0.1458043
720133,0.09840733
769104,0.2186478
764582,0.22157234
677121,0.18846245
697996,0.1967342
759477,0.18607278
753149,0.17227161
716937,0.15458137
730753,0.1339182
760603,0.12986256
741413,0.11091738
716529,0.16428737
762469,0.17163448
711993,0.17362945
697547,0.18839295
669578,0.16001762
663404,0.22773452
677214,0.092810504
745707,0.13405316
744806,0.11914861
727955,0.1060433
735323,0.17417991
721346,0.20112781
716157,0.31920886
747585,0.21010987
753056,0.2453643
669389,0.23784252
727344,0.15968226
714569,0.21887405
655855,0.16821384
754696,0.1728354
663907,0.29309756
719384,0.268474
721230,0.23105335
761059,0.18289584
741968,0.13671939
705073,0.15336251
716184,0.2968057
669594,0.2539139
699587,0.24279408
718537,0.22384143
761106,0.2341113
669346,0.13526635
670396,0.2715354
720926,0.14606309
753275,0.23823364
718395,0.2686933
669216,0.29024908
709691,0.31218755
715826,0.13099866
754723,0.15778612
699519,0.14734651
752984,0.15261073
699651,0.1433584
738990,0.11863356
670425,0.25409174
700749,0.28848588
757721,0.29397488
731972,0.23035018
761113,0.27536976
747770,0.26221216
702081,0.18279083
656152,0.26784694
706126,0.2951936
663859,0.28161022
670377,0.16248722
719411,0.3031172
684454,0.27755013
732817,0.21693689
699504,0.22789396
699141,0.32953423
712145,0.23562789
735307,0.18756394
765025,0.19362707
698683,0.31072834
674535,0.12899022
729148,0.1312135
674186,0.247001
704233,0.11873847
718828,0.18170281
663770,0.21311134
752742,0.146105
703444,0.118777335
691716,0.16623168
755090,0.22585566
769250,0.1372422
685166,0.27993727
685167,0.25681177
758178,0.29068324
753913,0.1569886
680347,0.13318042
711734,0.11974705
705172,0.2820919
691754,0.14825176
701757,0.1656862
735022,0.2165379
730103,0.17809044
724391,0.20811297
694869,0.23516147
668256,0.30445972
694607,0.19798107
691455,0.2450854
744130,0.19154759
692578,0.31233752
692583,0.19735181
692659,0.2372566
692658,0.11960133
724584,0.21084428
762494,0.1573386
673798,0.23522358
741180,0.32336226
738483,0.12792064
737030,0.19470549
689651,0.22676416
757561,0.12197756
722592,0.18717039
697178,0.22781193
751498,0.20891368
710656,0.0956419
710936,0.2552729
680030,0.19622459
720005,0.14818394
718532,0.24789344
723459,0.22234452
761018,0.21867616
709059,0.19648723
711295,0.24373293
688783,0.21436632
751056,0.23069732
761140,0.25044605
728556,0.17143042
720246,0.13339528
711094,0.12467316
706492,0.26324028
727522,0.25346768
728230,0.11808128
728736,0.2669399
682921,0.14659445
721935,0.2538716
738340,0.124737866
682066,0.13791119
697699,0.1305926
746153,0.23342083
700696,0.19191635
687570,0.269251
714917,0.13527946
707239,0.25010797
738572,0.1780713
735856,0.11045072
703834,0.22084837
687731,0.15234332
687441,0.15555482
697209,0.2759534
753410,0.22513413
714304,0.25678965
686805,0.2511807
724950,0.14702393
736614,0.14496489
736734,0.1929229
714863,0.20101528
735434,0.29354694
688719,0.2517826
714607,0.18241094
714885,0.18560486
752581,0.28933492
717476,0.21963306
725245,0.19864027
728503,0.19162352
691645,0.23601104
728159,0.24020575
706912,0.17246242
713030,0.20459704
718124,0.1669889
759513,0.21253164
672047,0.14238651
723630,0.16984683
667297,0.21923931
737699,0.23162724
688768,0.1454289
759188,0.13729809
706044,0.15201457
675731,0.12893288
676497,0.27200842
761808,0.2505099
717993,0.17902671
667147,0.21727622
708114,0.2658598
696806,0.17177385
695003,0.1586458
733539,0.15593876
734210,0.3077571
662385,0.25276121
726909,0.23428403
697797,0.19227065
721865,0.20964813
668345,0.22820576
694704,0.2046953
663185,0.2767488
657421,0.17120524
717663,0.1526581
679809,0.19658376
699185,0.1495979
750390,0.25035572
686273,0.21678434
732079,0.21727622
757238,0.16836233
728395,0.15945838
734182,0.23039351
748516,0.23149605
734649,0.15497933
658596,0.24953337
660183,0.23346923
673975,0.22890858
679129,0.17094314
701848,0.1748238
700352,0.10680323
739520,0.11380469
755088,0.23916517
682954,0.19926684
755979,0.15364158
722521,0.11681325
716470,0.09653113
700124,0.19332401
663037,0.2133884
756498,0.32152483
734641,0.26512763
724282,0.36980763
689322,0.20160882
658292,0.3285123
738656,0.39113808
674254,0.34086958
738347,0.3449955
674342,0.33522627
728135,0.33068728
759783,0.3297428
761008,0.27652577
675257,0.37973264
759501,0.35463676
764950,0.31079063
765273,0.34678006
755881,0.3522921
709980,0.3207845
733553,0.24756958
681966,0.3981777
662652,0.29799137
752616,0.3450868
661439,0.29522657
767316,0.32515267
660756,0.24772207
742827,0.32465205
750728,0.19665708
702609,0.35147855
747074,0.2569818
750951,0.21951757
746832,0.33170882
703525,0.3384149
683185,0.26281238
698318,0.2903373
676561,0.36381093
676826,0.38649598
723188,0.24357165
757093,0.21198487
727606,0.33853063
688628,0.21804996
703543,0.41147852
722680,0.30204692
709131,0.21015477
674821,0.275344
674813,0.2577736
764244,0.26529023
737417,0.26884577
721290,0.19700973
694298,0.28959426
679509,0.1682071
747341,0.18476327
660782,0.25592956
665825,0.32238817
674856,0.13794729
667065,0.26570904
759795,0.28627378
722555,0.27824727
698780,0.28314146
761825,0.27379283
698010,0.28487578
766573,0.19902234
730844,0.2831322
732263,0.16074714
743085,0.2072709
751993,0.24605745
663186,0.21899553
747081,0.30285236
660741,0.11940569
715379,0.20732355
709811,0.19201958
750704,0.21243815
663574,0.17676485
716399,0.21651249
756036,0.20834227
681203,0.21853463
683330,0.33170536
655989,0.33078706
662595,0.3538514
683239,0.31110564
668246,0.30165187
738847,0.2960996
767409,0.31507975
661612,0.22072427
736521,0.28718576
664378,0.27612597
692661,0.28118196
690035,0.32656237
723548,0.2991165
730605,0.36814037
719051,0.31951353
755740,0.34454355
679790,0.33472094
663566,0.2955679
726850,0.2370886
763562,0.24200106
733873,0.33531436
690284,0.306123
711807,0.25465527
733659,0.32563087
692663,0.3324297
730940,0.3153307
664388,0.22394009
740233,0.36539233
663042,0.32327846
740164,0.29982355
662513,0.2016275
761827,0.30358443
655921,0.34803772
667595,0.34074798
767391,0.24571379
691155,0.27185914
676899,0.28692958
691060,0.25221518
730490,0.33467236
761848,0.36407232
743988,0.23106647
676783,0.3025587
713906,0.32252756
753745,0.3050005
662588,0.34685218
657409,0.26291853
728741,0.3109766
668373,0.2914374
683100,0.3121833
710733,0.25713304
735464,0.3348793
664237,0.39147374
763579,0.3490754
756060,0.2815075
726421,0.29684094
684607,0.33984327
701696,0.30083087
757031,0.32708943
752962,0.264909
692621,0.32246816
663085,0.3471006
705572,0.27314737
735613,0.32511285
656158,0.2047246
705309,0.31726408
662548,0.33118626
700539,0.191768
655778,0.17506099
655871,0.3207901
710055,0.24638724
697239,0.16513659
710314,0.31935036
677359,0.2296985
662475,0.20967813
739006,0.26037702
738569,0.3015141
682895,0.32026863
658325,0.29999292
711928,0.124162205
667298,0.15358523
705322,0.22042435
710151,0.15695845
764381,0.26304
654840,0.30850765
693063,0.3104708
738017,0.20383579
692697,0.18813384
669116,0.152215
672330,0.21093649
688230,0.30597258
693701,0.3057062
703394,0.26994064
673883,0.308195
703651,0.27598843
757348,0.25155172
731511,0.1763196
694130,0.18970193
674246,0.28675693
672146,0.2503903
704407,0.27635595
687511,0.2872534
702275,0.30049834
728016,0.26544562
739594,0.15588708
755584,0.26372465
668960,0.32525593
716823,0.28901887
761810,0.33462933
737367,0.35021925
664697,0.29881695
743215,0.32260194
729755,0.31876782
694333,0.2714672
746047,0.2743357
665450,0.2984483
735927,0.30667445
739548,0.31567064
699432,0.30152455
656099,0.3456746
678922,0.28869283
696402,0.32267168
742887,0.30367634
753628,0.33159748
723200,0.3454784
748651,0.29368666
679296,0.23028755
678801,0.3606719
742937,0.15502661
687348,0.32171062
665490,0.32373998
667057,0.2961724
700739,0.35750952
709941,0.3025364
767375,0.25923863
710123,0.34315088
761800,0.17263341
706425,0.32432902
721629,0.2849604
685177,0.3239039
764827,0.29510668
742844,0.3120503
742714,0.26886097
658693,0.31385082
710441,0.33964562
659399,0.3279532
745996,0.29678002
679097,0.33825365
743959,0.31360483
678796,0.342247
724311,0.3322646
743364,0.35466084
678749,0.290799
665770,0.33298472
686859,0.18477689
659172,0.31405875
689419,0.28990683
765015,0.28280285
733921,0.34786382
699634,0.2985479
667594,0.30153844
710433,0.28118125
766373,0.31952205
738783,0.25630575
704302,0.2109646
721777,0.3277956
739003,0.31720734
681622,0.36160216
699732,0.32354832
760856,0.29689738
710498,0.33345017
742789,0.2638258
687601,0.29351327
709809,0.25282654
710174,0.28624716
720925,0.28311858
658580,0.16395105
677538,0.14431064
760948,0.22165455
738971,0.2606177
761855,0.29194874
700092,0.2829505
751829,0.20751214
673535,0.28214693
655626,0.30444455
694441,0.13159077
761957,0.15707602
685697,0.27050924
666618,0.28098384
657717,0.2732968
706325,0.24646412
693411,0.2830013
671063,0.29427966
674263,0.3246412
749332,0.2514418
743275,0.27874187
729064,0.3072652
744350,0.39091763
728452,0.17598896
759197,0.13776481
697607,0.3013138
756569,0.28553143
708782,0.15471889
736703,0.25953698
673822,0.35227618
681230,0.1560743
705498,0.24682689
721195,0.1962352
665774,0.29944843
681461,0.2987888
666043,0.29417184
674301,0.31446517
757380,0.28429285
693498,0.1894811
691874,0.24416101
678475,0.21861343
687830,0.119173534
722288,0.20243736
678419,0.26040876
745109,0.18904221
689007,0.27824384
678560,0.13904563
725604,0.23440655
748771,0.25559333
680278,0.13577652
763640,0.25235185
730883,0.295769
732985,0.21668203
689317,0.26252487
726024,0.31176212
753345,0.25322255
719195,0.15010452
764275,0.13570942
761748,0.19539607
709817,0.25901493
716411,0.25405326
678738,0.24604921
736368,0.15129194
736257,0.21167307
707484,0.13475932
732847,0.2558703
689347,0.250209
751860,0.24186802
703309,0.27117655
684605,0.2574217
678183,0.2557535
678184,0.2320122
672666,0.12682535
725694,0.22070847
711262,0.25634125
676623,0.26016548
742796,0.24261123
669985,0.18058014
751930,0.2817575
762232,0.3011422
671307,0.238041
734339,0.27087548
684986,0.13085605
677616,0.15642452
670052,0.2771697
725906,0.17494123
670138,0.29703382
701529,0.34120992
677557,0.11075881
747118,0.31487286
687839,0.27902514
671333,0.27687308
678626,0.25052822
693164,0.27395812
678589,0.22827064
678644,0.2298163
688320,0.2526237
672484,0.22489165
693048,0.23159516
707984,0.2680912
697175,0.21197577
733489,0.170739
678462,0.15595187
725645,0.23389459
708968,0.2355026
673046,0.21330447
725658,0.287052
703777,0.27092186
718998,0.26084542
714527,0.256799
689381,0.17179008
672738,0.238724
696237,0.29561576
697316,0.24809653
678428,0.23607387
696170,0.25835338
704014,0.20821895
709482,0.26551086
712346,0.15349908
687730,0.29288623
714493,0.21894316
769652,0.30935335
693549,0.19436614
703552,0.2629762
678415,0.27016646
733149,0.14901811
709105,0.25581667
656908,0.21377046
707324,0.2064559
709457,0.28674224
733505,0.21449757
672611,0.23991425
678520,0.18482803
715122,0.15638573
769193,0.28485084
707644,0.20478338
722607,0.2725394
721887,0.23972565
755670,0.2409895
737711,0.24461462
674659,0.2738491
729209,0.30454305
746949,0.18041344
674054,0.29751065
682071,0.2941498
721779,0.23637716
723817,0.26519594
746594,0.22296779
759693,0.205422
723119,0.2060964
681565,0.28997084
735649,0.30173305
737182,0.30046135
682073,0.21655816
663735,0.18027468
705025,0.1752932
722951,0.17292316
721830,0.26640895
718001,0.26338482
744739,0.2200007
705178,0.3233456
722283,0.21242428
724162,0.23435305
675086,0.26247588
681105,0.19182663
695152,0.16010779
675825,0.2323112
739973,0.25580212
759581,0.32014787
730432,0.13834454
735630,0.2481534
668275,0.18364215
739826,0.18085296
675553,0.21376534
755686,0.26244715
765366,0.25483784
751979,0.2890779
666354,0.32892355
666450,0.19453757
703109,0.19455628
727452,0.29910284
687523,0.22699702
755259,0.15878426
755615,0.32019344
766282,0.24104096
723575,0.31038082
699082,0.33955035
710965,0.1934927
721460,0.19558549
711461,0.14147659
676834,0.16404168
704681,0.22553301
680565,0.24354501
703537,0.19502525
761563,0.14102833
697816,0.35509738
755115,0.3540808
682415,0.35648784
752346,0.28680617
726973,0.2585788
695141,0.36083236
728679,0.24833564
690211,0.30594495
705625,0.3441832
676331,0.323442
703794,0.2570294
751183,0.37427273
705152,0.33462587
694917,0.25982052
697322,0.35318324
710440,0.36118057
739267,0.27369124
696623,0.24388504
703740,0.34560582
680339,0.3435348
728207,0.32906926
688091,0.34408975
739373,0.25829467
709483,0.35342237
695170,0.3468802
718945,0.20291133
710971,0.36889043
688653,0.22134364
747879,0.16069575
705611,0.32255062
687581,0.3433839
727154,0.26280758
713509,0.36412188
709377,0.3478569
728968,0.26949322
719353,0.2922419
688384,0.27967814
698116,0.31018046
750855,0.2111991
754844,0.2238931
710377,0.35649982
687297,0.34721586
688155,0.33288807
747673,0.30375817
682330,0.34839627
728629,0.2855642
676740,0.3421068
709903,0.21400261
688292,0.36601695
759997,0.357208
705760,0.32870895
765441,0.20797844
704270,0.1893444
748028,0.30574605
742194,0.26964566
755654,0.2578938
760985,0.23125775
718065,0.2785353
705439,0.18287718
752283,0.26816344
755432,0.249175
721862,0.26318535
764789,0.25528133
764928,0.22898166
715016,0.28265998
747961,0.3523492
690648,0.3010329
704863,0.2704256
709708,0.34111
705502,0.27753225
704927,0.14188765
748093,0.2597729
761588,0.25315374
757166,0.26175633
711258,0.2988101
713613,0.22127426
716849,0.2022677
669508,0.28047413
659987,0.2643179
763372,0.19295625
698544,0.2353398
745897,0.24302368
748267,0.18835051
705372,0.2321688
761521,0.24739583
700211,0.24200915
684339,0.19587505
760370,0.22221918
743994,0.20120724
700264,0.16015059
691462,0.2516975
700433,0.18293153
657866,0.17882903
768034,0.20649733
748939,0.15477742
735042,0.27291667
684720,0.16533242
755102,0.26716483
740887,0.18020372
743612,0.2005914
745817,0.1868345
657066,0.2528311
753823,0.18790281
763227,0.21082444
659097,0.19950898
682502,0.14699703
654852,0.21264137
724764,0.28832385
691983,0.28987917
662555,0.13961165
676921,0.26460293
716078,0.16428325
691412,0.25690544
723806,0.15236439
723326,0.19672437
683344,0.147655
755130,0.16325568
746380,0.31133124
698653,0.1770637
671966,0.23920731
673122,0.20815901
683062,0.17563371
755167,0.24676698
732438,0.1822973
671297,0.18982303
683319,0.19640104
762098,0.20019619
743508,0.23443936
711625,0.16697925
752989,0.2197836
676641,0.2170213
705675,0.24845631
661423,0.2550021
688011,0.16190489
705752,0.24562772
733812,0.23826003
748742,0.13419694
658677,0.18579333
722204,0.13068675
750925,0.14541729
676938,0.30973327
731165,0.18146873
661429,0.28584668
760539,0.2564175
679814,0.2538019
661301,0.15169193
659566,0.20770673
670796,0.15893117
676744,0.14229135
672003,0.14705524
682998,0.14617838
739435,0.16359057
688030,0.306404
751889,0.19774707
759559,0.14765811
676895,0.27586213
656298,0.18241811
663756,0.24964571
744678,0.26066837
668311,0.118314095
691166,0.28505245
760847,0.13649218
676682,0.13759258
735171,0.2672125
668316,0.24353318
723557,0.3097957
676898,0.13462679
752661,0.25606152
752922,0.18248145
681487,0.25832003
682930,0.1581451
690992,0.2462879
767557,0.26443645
678557,0.13420326
664441,0.24216342
760568,0.24117337
767419,0.24544734
661464,0.2609806
689716,0.21703237
675869,0.13527122
733262,0.2427723
727805,0.22119753
709194,0.22898018
729372,0.294535
684570,0.21537738
701908,0.25257412
678510,0.18080322
739813,0.2210937
738438,0.14870737
763308,0.22431827
756245,0.23172767
731105,0.14792989
765979,0.22603829
684443,0.23453243
760601,0.18594156
701807,0.28358045
677709,0.20388663
729266,0.22289884
764209,0.30698752
684164,0.10695979
731093,0.16555874
763373,0.20624526
761160,0.25878048
756002,0.18312036
762141,0.28853714
668216,0.2909597
767095,0.21041906
676085,0.17301989
739961,0.19348085
676115,0.23210108
728674,0.26535857
761652,0.13116802
684725,0.2508768
706475,0.26327613
743233,0.16576551
684717,0.1939364
677701,0.17625864
756292,0.20541348
676294,0.1301315
755079,0.2142754
764591,0.32228395
700189,0.16549052
766121,0.119933784
726153,0.13593091
673310,0.21374124
727868,0.12128391
743293,0.2224369
672810,0.16365103
753490,0.21372159
699173,0.26384556
705252,0.30042297
765189,0.30794612
659986,0.17343707
662495,0.20807715
729512,0.1870575
701749,0.21559131
672013,0.13467763
747589,0.15172365
708710,0.13211617
660000,0.2013892
734008,0.20149755
766807,0.20451176
709830,0.13877617
722185,0.2204171
654162,0.28697184
738651,0.24472888
659978,0.250563
696259,0.15395617
738318,0.2113545
738828,0.27037254
659925,0.21292347
761124,0.12260911
677770,0.2623743
660256,0.11806529
724580,0.22356455
744448,0.20338191
660302,0.1302603
687552,0.20946014
672091,0.24676605
760303,0.1700778
672059,0.18704508
718455,0.22882324
752468,0.20267518
760826,0.19106992
672248,0.26652205
743572,0.1329511
722691,0.24495333
760788,0.1721865
704609,0.12034238
743198,0.15116586
710702,0.11723182
661340,0.1348411
673419,0.25074473
750928,0.26006544
672072,0.1121356
753786,0.12633106
753060,0.23637122
660390,0.22599186
760298,0.15301125
672043,0.11881625
673287,0.24375688
766882,0.24046795
654545,0.21468927
729560,0.20885198
659927,0.15441273
724224,0.12160799
667772,0.188843
667561,0.2274015
742719,0.20146275
755445,0.15197384
717990,0.19539066
703715,0.12602274
703638,0.20634198
742147,0.28217036
711439,0.18615277
753781,0.27744213
742320,0.20157313
703831,0.1503887
739129,0.12840387
744489,0.32390013
742509,0.13693544
755331,0.19470726
724928,0.25961444
718918,0.18514557
715037,0.1367796
747225,0.20397775
704524,0.12776887
745305,0.2939228
740837,0.22738868
739207,0.23743474
705113,0.13206431
738970,0.21892123
743944,0.33634448
749868,0.24211104
743189,0.21244578
742834,0.23116346
676975,0.2898444
743115,0.12525035
746147,0.14386351
752327,0.2914104
744649,0.21924448
767955,0.3401747
744644,0.19384038
674881,0.13640596
767964,0.16282718
745828,0.1625558
752645,0.2874544
718445,0.21745066
738489,0.14818582
744888,0.21938986
766253,0.24601205
711646,0.13445127
711220,0.31320786
705748,0.20102568
660384,0.29987797
667769,0.28865564
756349,0.19225115
724918,0.21022637
711657,0.1285171
665882,0.18300016
692120,0.2734512
718326,0.13526542
739987,0.13774562
723862,0.16611682
689572,0.30796784
704732,0.1784515
676166,0.23314326
711380,0.26153705
739266,0.24755722
667642,0.2428538
676604,0.13323613
660277,0.15572028
685850,0.17860015
682290,0.12275157
740221,0.23003542
668730,0.12269184
676367,0.15351485
730624,0.2603869
763637,0.19211788
662124,0.21162157
660095,0.23755284
718064,0.26324356
677027,0.22690038
762389,0.22046666
656361,0.1336602
664470,0.17337626
665107,0.21842802
722371,0.27883992
724516,0.2844837
673277,0.2574869
667013,0.23323321
673149,0.22367306
658722,0.1694419
723458,0.17594163
664197,0.11222878
722366,0.2289772
668013,0.15920793
662504,0.1360733
752215,0.15145008
671516,0.2533259
716636,0.12329834
670836,0.16370954
658976,0.12553127
665831,0.17326277
670831,0.23697524
719377,0.17344026
752433,0.103022955
671638,0.22212498
663451,0.1793346
670306,0.2050137
714405,0.10549441
747226,0.21919727
698755,0.12084065
657361,0.25519004
698613,0.17628483
762455,0.16738339
765573,0.14324944
676684,0.21740472
680678,0.14769131
682574,0.2036394
764534,0.27553353
747915,0.22107936
689726,0.21339186
699214,0.101416476
656917,0.13592027
705230,0.1241816
713773,0.17330515
704777,0.1259164
683806,0.22895138
743688,0.21956043
739907,0.13896854
742333,0.22745602
699239,0.11358949
679410,0.16140154
710315,0.24423556
757086,0.17750098
719633,0.14708078
694833,0.2269104
694669,0.18970902
680054,0.22922905
680419,0.12448397
694308,0.13399042
657002,0.12330723
683238,0.20924763
765009,0.1832575
698879,0.17025717
766479,0.19855459
724885,0.16066031
654933,0.20183562
752086,0.19602561
766060,0.23102266
656262,0.22564864
767929,0.26441413
728323,0.17234309
689345,0.13284399
664391,0.10636475
727592,0.30151802
696674,0.25360474
757457,0.20328896
664286,0.18172283
666214,0.11942598
677006,0.13576336
710924,0.14530635
696790,0.11985428
677000,0.14172599
746902,0.20412363
760672,0.15839301
665989,0.19441505
753387,0.20825219
698208,0.30106452
690330,0.15779836
682298,0.22987711
724961,0.27886558
683667,0.13482131
668488,0.23311253
668437,0.11950465
711636,0.09902116
663607,0.11730546
730217,0.17007367
757324,0.21084787
734702,0.17096125
724416,0.17741108
741552,0.22212
674819,0.16954462
705107,0.23068607
743357,0.1670693
704803,0.10204467
759763,0.13095081
763361,0.23810928
661383,0.119790204
667785,0.101318985
711607,0.09788391
724257,0.2618231
705000,0.12071535
756971,0.22468317
714338,0.16062237
709869,0.10240891
755511,0.1385345
713533,0.25763944
714802,0.11351853
709735,0.14022473
709834,0.10316053
743880,0.26846603
713579,0.13526528
755218,0.09851647
709295,0.2643998
755598,0.109910876
709683,0.24447365
709290,0.26553604
709910,0.18374407
754923,0.17357026
754998,0.108224005
709396,0.11387184
713548,0.13375644
755553,0.17010657
743771,0.23470183
754881,0.18530078
727958,0.23392968
709212,0.109490186
755194,0.10474116
714295,0.23525493
713540,0.117953904
709650,0.16021697
763346,0.17625558
690681,0.30151716
709384,0.13178273
757424,0.2533186
730462,0.26215777
718430,0.2554203
733913,0.2836327
757069,0.27402297
687689,0.342515
719026,0.267086
748503,0.20919478
687641,0.24086304
692139,0.13172828
738510,0.34574643
667963,0.13739078
669497,0.19252841
766952,0.24108233
670803,0.17225225
675990,0.29291064
729122,0.1412409
730512,0.26136816
671024,0.20726462
675355,0.19991879
675373,0.21161346
733634,0.14348637
657893,0.30906606
689663,0.27336922
760246,0.17090939
740238,0.30746385
766652,0.16319348
767057,0.19454849
671181,0.2527244
698775,0.32650825
714468,0.297188
719016,0.21572883
767865,0.29414308
704236,0.1515701
755641,0.15501398
745339,0.14364423
750593,0.21127635
706417,0.2712531
705094,0.136052
699199,0.24317056
758041,0.26831067
726418,0.20116442
695803,0.13004284
706366,0.20696521
769662,0.302289
717182,0.22328931
660070,0.32030734
731011,0.250806
700608,0.27164206
715316,0.25766218
724333,0.342204
661768,0.25959226
728466,0.32761344
706028,0.1807421
763547,0.15916109
666388,0.20252049
752888,0.21312411
702958,0.27673855
655532,0.17939357
764058,0.17738885
748349,0.30893356
764135,0.13773419
733665,0.2408505
681244,0.27365246
764081,0.24474396
661366,0.27056322
752564,0.2642727
765642,0.36383167
682485,0.11785779
764082,0.28057966
661232,0.28734496
759912,0.271336
657199,0.30010378
755416,0.16806905
662502,0.12768815
660838,0.21090187
732386,0.24532361
658552,0.238185
681660,0.26614055
716037,0.21563525
727226,0.2879671
727145,0.27368942
748726,0.20042391
660818,0.14175384
765499,0.15271296
754974,0.17416751
728707,0.16788061
695816,0.15083207
716591,0.15290758
760449,0.27130094
722828,0.20415366
754739,0.18665773
